# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
      1184   -1.9930866828e+01    3.3196187263e-01    8.2700373902e+03    8.2700000000e+03    2.5000000000e-01   -1.9928841904e+01    9.9471496553e-01    9.9963724305e-01
      1185   -1.9930182072e+01    3.3465105786e-01    8.2690272851e+03    8.2690000000e+03    5.0000000000e-01   -1.9928732921e+01    9.9462555771e-01    9.9963719918e-01
      1186   -1.9935893810e+01    3.3656905938e-01    8.2670711301e+03    8.2670000000e+03    5.0000000000e-01   -1.9928502677e+01    9.9623136818e-01    9.9987903714e-01
      1187   -1.9933912993e+01    3.5466167136e-01    8.2700957325e+03    8.2700000000e+03    2.5000000000e-01   -1.9928876435e+01    9.9522354490e-01    9.9927448609e-01
      1188   -1.9932591171e+01    3.3790276259e-01    8.2650813994e+03    8.2650000000e+03    7.5000000000e-01   -1.9928288351e+01    9.9514879298e-01    9.9939503932e-01
      1189   -1.9933515516e+01    3.2281094176e-01    8.2650820794e+03    8.2650000000e+03    7.5000000000e-01   -1.9928303009e+01    9.9559383105e-01    9.9987900786e-01
      1190   -1.9938092824e+01    3.4332036053e-01    8.2671004430e+03    8.2670000000e+03    2.5000000000e-01   -1.9928558257e+01    9.9446030562e-01    9.9975807427e-01
      1191   -1.9931409288e+01    3.4475156083e-01    8.2660886397e+03    8.2660000000e+03    5.0000000000e-01   -1.9928451485e+01    9.9559316159e-01    9.9975804500e-01
      1192   -1.9929926066e+01    3.0500324448e-01    8.2650336403e+03    8.2650000000e+03    5.0000000000e-01   -1.9928349285e+01    9.9474556004e-01    9.9975801573e-01
      1193   -1.9928366420e+01    3.2668075028e-01    8.2650088169e+03    8.2650000000e+03    5.0000000000e-01   -1.9928361300e+01    9.9613659302e-01    9.9963702359e-01
      1194   -1.9933578991e+01    3.5121176682e-01    8.2650428889e+03    8.2650000000e+03    5.0000000000e-01   -1.9928371800e+01    9.9327096651e-01    9.9975801573e-01
      1195   -1.9931271350e+01    3.4734017728e-01    8.2680511198e+03    8.2680000000e+03    5.0000000000e-01   -1.9928743621e+01    9.9549126250e-01    9.9927431060e-01
      1196   -1.9930575077e+01    3.3105279459e-01    8.2650367666e+03    8.2650000000e+03    5.0000000000e-01   -1.9928394837e+01    9.9564074432e-01    9.9963702359e-01
      1197   -1.9930372983e+01    3.5993519622e-01    8.2670009737e+03    8.2670000000e+03    2.5000000000e-01   -1.9928648576e+01    9.9473726680e-01    9.9963711141e-01
      1198   -1.9930343437e+01    3.2562940212e-01    8.2689976525e+03    8.2690000000e+03    2.5000000000e-01   -1.9928901534e+01    9.9564116565e-01    9.9891159753e-01
      1199   -1.9935386012e+01    3.2258669260e-01    8.2620830665e+03    8.2620000000e+03    2.5000000000e-01   -1.9928065478e+01    9.9493532584e-01    1.0000000000e+00
      1200   -1.9937583474e+01    3.2306057845e-01    8.2641298593e+03    8.2640000000e+03    5.0000000000e-01   -1.9928318308e+01    9.9464519094e-01    9.9963697967e-01
      1201   -1.9936561035e+01    3.1770552319e-01    8.2621457447e+03    8.2620000000e+03    2.5000000000e-01   -1.9928092067e+01    9.9529097583e-01    9.9963689179e-01
      1202   -1.9936741898e+01    3.3042642819e-01    8.2601426109e+03    8.2600000000e+03    5.0000000000e-01   -1.9927867930e+01    9.9534236223e-01    9.9963680387e-01
      1203   -1.9940528980e+01    3.5516213382e-01    8.2641642053e+03    8.2640000000e+03    2.5000000000e-01   -1.9928368983e+01    9.9598111622e-01    9.9987899322e-01
      1204   -1.9940466349e+01    3.7947391515e-01    8.2651881272e+03    8.2650000000e+03    2.5000000000e-01   -1.9928507038e+01    9.9600877889e-01    9.9975801573e-01
      1205   -1.9943822817e+01    3.2857915270e-01    8.2662159264e+03    8.2660000000e+03    2.5000000000e-01   -1.9928648813e+01    9.9456083467e-01    9.9963706751e-01
      1206   -1.9944680568e+01    5.5669305142e-01    8.2672096876e+03    8.2670000000e+03    5.0000000000e-01   -1.9928790469e+01    9.9554553252e-01    9.9951614854e-01
      1207   -1.9939268959e+01    3.7471587132e-01    8.2681624918e+03    8.2680000000e+03    5.0000000000e-01   -1.9928935402e+01    9.9398756172e-01    9.9939525883e-01
      1208   -1.9937437441e+01    4.0017231382e-01    8.2651504496e+03    8.2650000000e+03    5.0000000000e-01   -1.9928597273e+01    9.9526885516e-01    9.9963702359e-01
      1209   -1.9933832268e+01    3.6676981615e-01    8.2661109599e+03    8.2660000000e+03    5.0000000000e-01   -1.9928737627e+01    9.9523099160e-01    9.9963706751e-01
      1210   -1.9930820810e+01    3.7038974450e-01    8.2650589342e+03    8.2650000000e+03    5.0000000000e-01   -1.9928634160e+01    9.9522564215e-01    9.9951603146e-01
      1211   -1.9935564773e+01    3.8579736668e-01    8.2650651812e+03    8.2650000000e+03    0.0000000000e+00   -1.9928648076e+01    9.9574126689e-01    9.9987900786e-01
      1212   -1.9935803982e+01    3.8121154902e-01    8.2660790865e+03    8.2660000000e+03    5.0000000000e-01   -1.9928779975e+01    9.9482833261e-01    9.9975804500e-01
      1213   -1.9935166357e+01    5.0607538639e-01    8.2660508407e+03    8.2660000000e+03    2.5000000000e-01   -1.9928795550e+01    9.9545698765e-01    9.9951609001e-01
      1214   -1.9938060055e+01    4.8495356621e-01    8.2630608969e+03    8.2630000000e+03    5.0000000000e-01   -1.9928448331e+01    9.9479500066e-01    9.9951591432e-01
      1215   -1.9941479332e+01    5.1013165525e-01    8.2610831022e+03    8.2610000000e+03    5.0000000000e-01   -1.9928221380e+01    9.9482336451e-01    9.9939474640e-01
      1216   -1.9936133962e+01    4.5719763093e-01    8.2630734411e+03    8.2630000000e+03    2.5000000000e-01   -1.9928481392e+01    9.9425822744e-01    9.9963693574e-01
      1217   -1.9935184762e+01    4.0408437281e-01    8.2640550415e+03    8.2640000000e+03    5.0000000000e-01   -1.9928623672e+01    9.9542748427e-01    1.0000000000e+00
      1218   -1.9931147827e+01    3.7792178141e-01    8.2660354403e+03    8.2660000000e+03    2.5000000000e-01   -1.9928881629e+01    9.9473214368e-01    9.9987902250e-01
      1219   -1.9936850277e+01    3.3003547692e-01    8.2720680977e+03    8.2720000000e+03    2.5000000000e-01   -1.9929622242e+01    9.9495529683e-01    9.9951644101e-01
      1220   -1.9937682004e+01    3.1547550104e-01    8.2711260833e+03    8.2710000000e+03    7.5000000000e-01   -1.9929512368e+01    9.9617071534e-01    9.9951638254e-01
      1221   -1.9935910577e+01    3.1907897873e-01    8.2691247274e+03    8.2690000000e+03    7.5000000000e-01   -1.9929287117e+01    9.9587117613e-01    9.9975813279e-01
      1222   -1.9938071241e+01    3.4146869899e-01    8.2681279767e+03    8.2680000000e+03    2.5000000000e-01   -1.9929183544e+01    9.9618600507e-01    9.9975810353e-01
      1223   -1.9933771871e+01    3.2368072724e-01    8.2701019495e+03    8.2700000000e+03    5.0000000000e-01   -1.9929441014e+01    9.9610647275e-01    9.9939540508e-01
      1224   -1.9931774156e+01    3.1016768602e-01    8.2680533787e+03    8.2680000000e+03    1.0000000000e+00   -1.9929216829e+01    9.9544208699e-01    1.0000000000e+00
      1225   -1.9928679323e+01    3.0016138027e-01    8.2700085396e+03    8.2700000000e+03    2.5000000000e-01   -1.9929472150e+01    9.9570198039e-01    9.9939540508e-01
      1226   -1.9927200280e+01    3.0139021496e-01    8.2669829677e+03    8.2670000000e+03    5.0000000000e-01   -1.9929120807e+01    9.9426308605e-01    9.9939518568e-01
      1227   -1.9925339097e+01    3.2068909157e-01    8.2659544438e+03    8.2660000000e+03    5.0000000000e-01   -1.9929008281e+01    9.9499210540e-01    9.9939511251e-01
      1228   -1.9924520539e+01    3.2413479822e-01    8.2639379524e+03    8.2640000000e+03    2.5000000000e-01   -1.9928773286e+01    9.9378454425e-01    9.9975798645e-01
      1229   -1.9927745638e+01    3.0997649729e-01    8.2629557641e+03    8.2630000000e+03    2.5000000000e-01   -1.9928657438e+01    9.9591247966e-01    9.9975795716e-01
      1230   -1.9931480355e+01    3.6923886997e-01    8.2649947865e+03    8.2650000000e+03    5.0000000000e-01   -1.9928903814e+01    9.9535131525e-01    9.9975801573e-01
      1231   -1.9928309274e+01    3.1494531100e-01    8.2659914546e+03    8.2660000000e+03    5.0000000000e-01   -1.9929032280e+01    9.9613302875e-01    9.9963706751e-01
      1232   -1.9929457871e+01    3.4318560428e-01    8.2659984213e+03    8.2660000000e+03    7.5000000000e-01   -1.9929043366e+01    9.9648837047e-01    9.9975804500e-01
      1233   -1.9926342899e+01    3.3686645543e-01    8.2639815532e+03    8.2640000000e+03    5.0000000000e-01   -1.9928809376e+01    9.9518834320e-01    9.9951597289e-01
      1234   -1.9923619437e+01    4.1238488613e-01    8.2629391238e+03    8.2630000000e+03    5.0000000000e-01   -1.9928697452e+01    9.9556040996e-01    9.9951591432e-01
      1235   -1.9923909376e+01    3.1736093869e-01    8.2629175763e+03    8.2630000000e+03    7.5000000000e-01   -1.9928703515e+01    9.9544028315e-01    9.9903182863e-01
      1236   -1.9921021143e+01    3.2443235003e-01    8.2559021913e+03    8.2560000000e+03    5.0000000000e-01   -1.9927859429e+01    9.9541389831e-01    9.9939437984e-01
      1237   -1.9920398000e+01    3.1134901742e-01    8.2518811665e+03    8.2520000000e+03    5.0000000000e-01   -1.9927378511e+01    9.9503208447e-01    9.9951526903e-01
      1238   -1.9925382800e+01    3.4834995008e-01    8.2499152697e+03    8.2500000000e+03    5.0000000000e-01   -1.9927137021e+01    9.9393290635e-01    9.9951515152e-01
      1239   -1.9920009964e+01    3.2038703855e-01    8.2479090229e+03    8.2480000000e+03    1.0000000000e+00   -1.9926894872e+01    9.9541396893e-01    9.9939379243e-01
      1240   -1.9920993334e+01    3.1521445978e-01    8.2458972200e+03    8.2460000000e+03    5.0000000000e-01   -1.9926657456e+01    9.9423652115e-01    9.9939364540e-01
      1241   -1.9922662927e+01    3.2672882556e-01    8.2439112506e+03    8.2440000000e+03    2.5000000000e-01   -1.9926414811e+01    9.9666296782e-01    9.9963609898e-01
      1242   -1.9920833494e+01    3.2195603869e-01    8.2449026722e+03    8.2450000000e+03    2.5000000000e-01   -1.9926536973e+01    9.9589943158e-01    9.9951485749e-01
      1243   -1.9916504640e+01    3.0768004722e-01    8.2428751467e+03    8.2430000000e+03    5.0000000000e-01   -1.9926296841e+01    9.9491371158e-01    1.0000000000e+00
      1244   -1.9919411413e+01    2.8443399281e-01    8.2458570441e+03    8.2460000000e+03    5.0000000000e-01   -1.9926661432e+01    9.9624515211e-01    9.9939364540e-01
      1245   -1.9920713664e+01    2.8862320081e-01    8.2439001239e+03    8.2440000000e+03    7.5000000000e-01   -1.9926415429e+01    9.9550221475e-01    9.9987869966e-01
      1246   -1.9923415302e+01    3.0108616832e-01    8.2429267851e+03    8.2430000000e+03    0.0000000000e+00   -1.9926293474e+01    9.9702846066e-01    9.9915079461e-01
      1247   -1.9927566333e+01    3.0835845939e-01    8.2419941125e+03    8.2420000000e+03    7.5000000000e-01   -1.9926172750e+01    9.9646332998e-01    9.9951468090e-01
      1248   -1.9924627975e+01    3.0015491890e-01    8.2420059229e+03    8.2420000000e+03    2.5000000000e-01   -1.9926175925e+01    9.9526105132e-01    9.9975734045e-01
      1249   -1.9927507643e+01    3.5155433807e-01    8.2439947438e+03    8.2440000000e+03    2.5000000000e-01   -1.9926425682e+01    9.9490285729e-01    9.9939349830e-01
      1250   -1.9926636145e+01    3.6621669847e-01    8.2420157922e+03    8.2420000000e+03    5.0000000000e-01   -1.9926187366e+01    9.9566504639e-01    9.9951468090e-01
      1251   -1.9927631330e+01    3.1737884446e-01    8.2390192689e+03    8.2390000000e+03    7.5000000000e-01   -1.9925830356e+01    9.9574910591e-01    9.9951450419e-01
      1252   -1.9929352007e+01    3.7196659705e-01    8.2390442978e+03    8.2390000000e+03    7.5000000000e-01   -1.9925836560e+01    9.9459037177e-01    9.9951450419e-01
      1253   -1.9933596265e+01    3.7028012697e-01    8.2410734695e+03    8.2410000000e+03    5.0000000000e-01   -1.9926086416e+01    9.9520758755e-01    9.9975731101e-01
      1254   -1.9935681049e+01    3.1902507995e-01    8.2431247898e+03    8.2430000000e+03    7.5000000000e-01   -1.9926337832e+01    9.9595516540e-01    9.9963605483e-01
      1255   -1.9932226409e+01    3.2753859969e-01    8.2451259613e+03    8.2450000000e+03    2.5000000000e-01   -1.9926593195e+01    9.9445776505e-01    9.9939357186e-01
      1256   -1.9930340634e+01    3.1569773415e-01    8.2430820181e+03    8.2430000000e+03    5.0000000000e-01   -1.9926365307e+01    9.9449308982e-01    9.9963605483e-01
      1257   -1.9931806809e+01    3.2642781176e-01    8.2420776111e+03    8.2420000000e+03    5.0000000000e-01   -1.9926255402e+01    9.9600277284e-01    9.9963601068e-01
      1258   -1.9932335264e+01    3.1205161786e-01    8.2400980721e+03    8.2400000000e+03    5.0000000000e-01   -1.9926022325e+01    9.9475216340e-01    9.9951456311e-01
      1259   -1.9933541071e+01    3.2215013176e-01    8.2431092322e+03    8.2430000000e+03    5.0000000000e-01   -1.9926397316e+01    9.9621562636e-01    9.9975736989e-01
      1260   -1.9929843612e+01    2.9653700899e-01    8.2450820978e+03    8.2450000000e+03    2.5000000000e-01   -1.9926651373e+01    9.9562006439e-01    9.9927228623e-01
      1261   -1.9930556026e+01    3.0956165110e-01    8.2420648881e+03    8.2420000000e+03    7.5000000000e-01   -1.9926300022e+01    9.9438985304e-01    9.9987867023e-01
      1262   -1.9933515875e+01    3.2872004718e-01    8.2440900165e+03    8.2440000000e+03    7.5000000000e-01   -1.9926551718e+01    9.9491160782e-01    9.9975739932e-01
      1263   -1.9929986450e+01    3.3319193328e-01    8.2450848109e+03    8.2450000000e+03    5.0000000000e-01   -1.9926682731e+01    9.9511583038e-01    9.9963614312e-01
      1264   -1.9929611309e+01    3.2363487859e-01    8.2440510064e+03    8.2440000000e+03    5.0000000000e-01   -1.9926573921e+01    9.9598412909e-01    9.9951479864e-01
      1265   -1.9930776801e+01    3.3717891180e-01    8.2430599469e+03    8.2430000000e+03    5.0000000000e-01   -1.9926461759e+01    9.9625110317e-01    9.9951473978e-01
      1266   -1.9932771688e+01    3.3314181958e-01    8.2410893240e+03    8.2410000000e+03    2.5000000000e-01   -1.9926227876e+01    9.9514229969e-01    9.9963596651e-01
      1267   -1.9932569262e+01    3.4379423713e-01    8.2381107655e+03    8.2380000000e+03    5.0000000000e-01   -1.9925873629e+01    9.9305082678e-01    9.9975722263e-01
      1268   -1.9927749840e+01    3.6277493619e-01    8.2370690924e+03    8.2370000000e+03    2.5000000000e-01   -1.9925763935e+01    9.9487949179e-01    9.9963578973e-01
      1269   -1.9928496469e+01    3.9182235467e-01    8.2360378133e+03    8.2360000000e+03    2.5000000000e-01   -1.9925654014e+01    9.9608178311e-01    9.9987858184e-01
      1270   -1.9925972110e+01    3.8424171310e-01    8.2370202936e+03    8.2370000000e+03    2.5000000000e-01   -1.9925782390e+01    9.9556155835e-01    9.9951438631e-01
      1271   -1.9929332448e+01    3.4365901105e-01    8.2330347395e+03    8.2330000000e+03    2.5000000000e-01   -1.9925304308e+01    9.9491354442e-01    9.9927122556e-01
      1272   -1.9931598256e+01    3.5111574126e-01    8.2320871293e+03    8.2320000000e+03    2.5000000000e-01   -1.9925188118e+01    9.9441636756e-01    9.9939261419e-01
      1273   -1.9930021485e+01    3.4668847341e-01    8.2310876292e+03    8.2310000000e+03    2.5000000000e-01   -1.9925075035e+01    9.9522614181e-01    9.9939254040e-01
      1274   -1.9930391802e+01    3.1891371453e-01    8.2280879099e+03    8.2280000000e+03    2.5000000000e-01   -1.9924720989e+01    9.9624746521e-01    9.9939231891e-01
      1275   -1.9931610547e+01    3.1319036056e-01    8.2261096550e+03    8.2260000000e+03    5.0000000000e-01   -1.9924486897e+01    9.9491955678e-01    9.9939217116e-01
      1276   -1.9931224053e+01    3.4251199786e-01    8.2251097689e+03    8.2250000000e+03    5.0000000000e-01   -1.9924374661e+01    9.9561784098e-01    9.9987841945e-01
      1277   -1.9934192487e+01    3.8800997693e-01    8.2290952141e+03    8.2290000000e+03    2.5000000000e-01   -1.9924871316e+01    9.9518123592e-01    9.9963543565e-01
      1278   -1.9926068545e+01    3.2591121036e-01    8.2280633546e+03    8.2280000000e+03    2.5000000000e-01   -1.9924759861e+01    9.9473784627e-01    9.9963539135e-01
      1279   -1.9929745976e+01    3.4977782168e-01    8.2270514349e+03    8.2270000000e+03    5.0000000000e-01   -1.9924651123e+01    9.9557781624e-01    9.9975689802e-01
      1280   -1.9930524606e+01    3.2517495364e-01    8.2290885726e+03    8.2290000000e+03    5.0000000000e-01   -1.9924899455e+01    9.9500230782e-01    9.9939239276e-01
      1281   -1.9931921861e+01    3.1528049871e-01    8.2241129733e+03    8.2240000000e+03    7.5000000000e-01   -1.9924300315e+01    9.9589433152e-01    9.9987840467e-01
      1282   -1.9930102476e+01    3.2658471541e-01    8.2251037650e+03    8.2250000000e+03    5.0000000000e-01   -1.9924431259e+01    9.9386009503e-01    9.9963525836e-01
      1283   -1.9927617374e+01    3.1238135180e-01    8.2260699876e+03    8.2260000000e+03    2.5000000000e-01   -1.9924563461e+01    9.9473122607e-01    9.9939217116e-01
      1284   -1.9923407154e+01    3.3076465633e-01    8.2230217119e+03    8.2230000000e+03    5.0000000000e-01   -1.9924207628e+01    9.9530878098e-01    9.9963516965e-01
      1285   -1.9922850766e+01    3.1907746197e-01    8.2219839756e+03    8.2220000000e+03    2.5000000000e-01   -1.9924092634e+01    9.9669546163e-01    9.9975675018e-01
      1286   -1.9923771661e+01    3.2165664539e-01    8.2219838922e+03    8.2220000000e+03    2.5000000000e-01   -1.9924095369e+01    9.9509141483e-01    9.9939187546e-01
      1287   -1.9920884958e+01    3.2713545472e-01    8.2169790840e+03    8.2170000000e+03    2.5000000000e-01   -1.9923489277e+01    9.9490246200e-01    9.9951320433e-01
      1288   -1.9920320336e+01    3.3023837701e-01    8.2139602427e+03    8.2140000000e+03    7.5000000000e-01   -1.9923127174e+01    9.9393779768e-01    9.9963476991e-01
      1289   -1.9920616523e+01    3.1650995457e-01    8.2119581232e+03    8.2120000000e+03    5.0000000000e-01   -1.9922884061e+01    9.9555006731e-01    9.9975645397e-01
      1290   -1.9921386469e+01    3.2435025110e-01    8.2139632541e+03    8.2140000000e+03    5.0000000000e-01   -1.9923127463e+01    9.9747783810e-01    9.9939128318e-01
      1291   -1.9923449924e+01    3.2231652318e-01    8.2129920872e+03    8.2130000000e+03    5.0000000000e-01   -1.9923005869e+01    9.9415491318e-01    9.9939120906e-01
      1292   -1.9923421140e+01    3.2089193148e-01    8.2120094999e+03    8.2120000000e+03    5.0000000000e-01   -1.9922884965e+01    9.9477477272e-01    9.9975645397e-01
      1293   -1.9923397364e+01    3.3334056934e-01    8.2150026735e+03    8.2150000000e+03    7.5000000000e-01   -1.9923252965e+01    9.9462939405e-01    9.9987827145e-01
      1294   -1.9927518550e+01    4.0271465967e-01    8.2139869282e+03    8.2140000000e+03    2.5000000000e-01   -1.9923133945e+01    9.9560301477e-01    9.9939128318e-01
      1295   -1.9925912094e+01    3.3345426124e-01    8.2110151469e+03    8.2110000000e+03    5.0000000000e-01   -1.9922771338e+01    9.9529189768e-01    9.9963463646e-01
      1296   -1.9923106919e+01    3.3675660896e-01    8.2120277073e+03    8.2120000000e+03    2.5000000000e-01   -1.9922899564e+01    9.9519787042e-01    9.9951290794e-01
      1297   -1.9923470308e+01    3.0329231643e-01    8.2080116486e+03    8.2080000000e+03    2.5000000000e-01   -1.9922417322e+01    9.9447614421e-01    9.9951267057e-01
      1298   -1.9925227625e+01    3.2115349551e-01    8.2080304408e+03    8.2080000000e+03    2.5000000000e-01   -1.9922419727e+01    9.9522747734e-01    9.9975633528e-01
      1299   -1.9926401236e+01    3.6585575832e-01    8.2080360588e+03    8.2080000000e+03    2.5000000000e-01   -1.9922422459e+01    9.9483851399e-01    9.9951267057e-01
      1300   -1.9925835336e+01    3.3061731715e-01    8.2050424223e+03    8.2050000000e+03    2.5000000000e-01   -1.9922061219e+01    9.9597141959e-01    9.9987812310e-01
      1301   -1.9918527675e+01    3.9152448497e-01    8.2049980651e+03    8.2050000000e+03    2.5000000000e-01   -1.9922066601e+01    9.9545914058e-01    9.9951249238e-01
      1302   -1.9918117042e+01    3.6968398462e-01    8.2019455416e+03    8.2020000000e+03    5.0000000000e-01   -1.9921705762e+01    9.9614971518e-01    9.9987807852e-01
      1303   -1.9920865206e+01    3.4152259365e-01    8.2039570214e+03    8.2040000000e+03    5.0000000000e-01   -1.9921947800e+01    9.9556752273e-01    9.9963432472e-01
      1304   -1.9920633008e+01    3.5046664249e-01    8.2039798174e+03    8.2040000000e+03    2.5000000000e-01   -1.9921945656e+01    9.9617559372e-01    9.9975621648e-01
      1305   -1.9923489400e+01    3.8682734563e-01    8.2089670435e+03    8.2090000000e+03    7.5000000000e-01   -1.9922555276e+01    9.9526453306e-01    9.9939091241e-01
      1306   -1.9925612083e+01    3.4702923819e-01    8.2080106513e+03    8.2080000000e+03    5.0000000000e-01   -1.9922433588e+01    9.9482496204e-01    1.0000000000e+00
      1307   -1.9925062932e+01    3.2326822943e-01    8.2100371069e+03    8.2100000000e+03    0.0000000000e+00   -1.9922679939e+01    9.9531941202e-01    9.9939098660e-01
      1308   -1.9921042394e+01    3.4360724451e-01    8.2100048499e+03    8.2100000000e+03    5.0000000000e-01   -1.9922684566e+01    9.9408996833e-01    9.9987819732e-01
      1309   -1.9923754229e+01    3.1428937638e-01    8.2089938417e+03    8.2090000000e+03    2.5000000000e-01   -1.9922566880e+01    9.9432905193e-01    9.9987818248e-01
      1310   -1.9925183999e+01    3.2321340198e-01    8.2120278071e+03    8.2120000000e+03    2.5000000000e-01   -1.9922932760e+01    9.9513109992e-01    9.9939113492e-01
      1311   -1.9930453557e+01    5.1947676087e-01    8.2130380738e+03    8.2130000000e+03    2.5000000000e-01   -1.9923057460e+01    9.9373926558e-01    9.9951296725e-01
      1312   -1.9929966526e+01    3.3073839509e-01    8.2110773197e+03    8.2110000000e+03    5.0000000000e-01   -1.9922818128e+01    9.9501761635e-01    9.9975642431e-01
      1313   -1.9931130667e+01    3.3115146358e-01    8.2151151441e+03    8.2150000000e+03    7.5000000000e-01   -1.9923314103e+01    9.9563090404e-01    9.9963481436e-01
      1314   -1.9928212966e+01    3.2339376142e-01    8.2131039634e+03    8.2130000000e+03    2.5000000000e-01   -1.9923079104e+01    9.9533824811e-01    9.9951296725e-01
      1315   -1.9926842690e+01    3.5344784568e-01    8.2110747914e+03    8.2110000000e+03    5.0000000000e-01   -1.9922845076e+01    9.9453284354e-01    9.9939106077e-01
      1316   -1.9927916546e+01    3.5254476207e-01    8.2090760985e+03    8.2090000000e+03    2.5000000000e-01   -1.9922608356e+01    9.9495024424e-01    9.9939091241e-01
      1317   -1.9928178791e+01    3.4192383662e-01    8.2070944274e+03    8.2070000000e+03    5.0000000000e-01   -1.9922370338e+01    9.9373859806e-01    9.9987815280e-01
      1318   -1.9928363420e+01    3.4052098727e-01    8.2080921160e+03    8.2080000000e+03    2.5000000000e-01   -1.9922498775e+01    9.9647084972e-01    9.9963450292e-01
      1319   -1.9928468333e+01    3.3567175005e-01    8.2071061679e+03    8.2070000000e+03    0.0000000000e+00   -1.9922383755e+01    9.9537279652e-01    9.9926891678e-01
      1320   -1.9923380497e+01    3.2213383197e-01    8.2030633413e+03    8.2030000000e+03    7.5000000000e-01   -1.9921903220e+01    9.9521079357e-01    9.9939046690e-01
      1321   -1.9925645422e+01    3.2637952957e-01    8.2010465283e+03    8.2010000000e+03    7.5000000000e-01   -1.9921666430e+01    9.9605919659e-01    9.9975612730e-01
      1322   -1.9928084178e+01    3.3316320216e-01    8.2020719696e+03    8.2020000000e+03    2.5000000000e-01   -1.9921790865e+01    9.9473245563e-01    9.9951231407e-01
      1323   -1.9928250891e+01    3.2548466351e-01    8.1991009912e+03    8.1990000000e+03    2.5000000000e-01   -1.9921429553e+01    9.9408342340e-01    9.9987803391e-01
      1324   -1.9926147328e+01    3.3793255994e-01    8.2030976093e+03    8.2030000000e+03    5.0000000000e-01   -1.9921923979e+01    9.9674824829e-01    9.9963428014e-01
      1325   -1.9929933870e+01    3.1669286250e-01    8.2011036208e+03    8.2010000000e+03    5.0000000000e-01   -1.9921686952e+01    9.9462163274e-01    9.9939031825e-01
      1326   -1.9934033692e+01    3.2531795405e-01    8.2011718315e+03    8.2010000000e+03    5.0000000000e-01   -1.9921691889e+01    9.9368598414e-01    9.9963419095e-01
      1327   -1.9929381883e+01    3.1167176401e-01    8.2001626145e+03    8.2000000000e+03    2.5000000000e-01   -1.9921578232e+01    9.9420312649e-01    9.9963414634e-01
      1328   -1.9925054492e+01    3.2211411625e-01    8.2010886978e+03    8.2010000000e+03    2.5000000000e-01   -1.9921712084e+01    9.9447971418e-01    9.9963419095e-01
      1329   -1.9920322781e+01    3.3586773499e-01    8.2020124115e+03    8.2020000000e+03    7.5000000000e-01   -1.9921841779e+01    9.9619484675e-01    9.9939039259e-01
      1330   -1.9922345424e+01    3.0210424672e-01    8.1989983759e+03    8.1990000000e+03    5.0000000000e-01   -1.9921479870e+01    9.9594574950e-01    9.9926820344e-01
      1331   -1.9925541542e+01    3.0637863554e-01    8.1950477689e+03    8.1950000000e+03    5.0000000000e-01   -1.9920991619e+01    9.9449913789e-01    9.9938987187e-01
      1332   -1.9926803254e+01    3.1627047036e-01    8.1900913157e+03    8.1900000000e+03    2.5000000000e-01   -1.9920382824e+01    9.9377669015e-01    9.9975579976e-01
      1333   -1.9928634309e+01    3.3215856657e-01    8.1921155426e+03    8.1920000000e+03    2.5000000000e-01   -1.9920631332e+01    9.9549701093e-01    9.9963378906e-01
      1334   -1.9923206142e+01    3.6716299526e-01    8.1910740624e+03    8.1910000000e+03    2.5000000000e-01   -1.9920514697e+01    9.9472525714e-01    9.9914540349e-01
      1335   -1.9924159357e+01    3.4232520059e-01    8.1850473268e+03    8.1850000000e+03    7.5000000000e-01   -1.9919788963e+01    9.9630211199e-01    9.9987782529e-01
      1336   -1.9925569627e+01    3.4166954626e-01    8.1890733229e+03    8.1890000000e+03    2.5000000000e-01   -1.9920279798e+01    9.9488256933e-01    9.9951153987e-01
      1337   -1.9925648473e+01    3.0695944057e-01    8.1860892081e+03    8.1860000000e+03    5.0000000000e-01   -1.9919916476e+01    9.9497422753e-01    9.9975568043e-01
      1338   -1.9926960950e+01    3.1998066463e-01    8.1890979183e+03    8.1890000000e+03    2.5000000000e-01   -1.9920287212e+01    9.9440442331e-01    9.9938942484e-01
      1339   -1.9928204425e+01    3.7193591691e-01    8.1880926792e+03    8.1880000000e+03    5.0000000000e-01   -1.9920169475e+01    9.9376025579e-01    9.9963361016e-01
      1340   -1.9929368168e+01    3.2523566078e-01    8.1871172608e+03    8.1870000000e+03    2.5000000000e-01   -1.9920052866e+01    9.9509298126e-01    9.9963356541e-01
      1341   -1.9934688771e+01    3.3455909657e-01    8.1871923548e+03    8.1870000000e+03    5.0000000000e-01   -1.9920059476e+01    9.9426445397e-01    1.0000000000e+00
      1342   -1.9938353142e+01    3.4974757840e-01    8.1942481839e+03    8.1940000000e+03    5.0000000000e-01   -1.9920921741e+01    9.9480696424e-01    9.9951183793e-01
      1343   -1.9937698897e+01    3.4917874547e-01    8.1942508586e+03    8.1940000000e+03    1.0000000000e+00   -1.9920933999e+01    9.9495443909e-01    9.9963387845e-01
      1344   -1.9939550899e+01    3.2800910901e-01    8.1942665041e+03    8.1940000000e+03    5.0000000000e-01   -1.9920949439e+01    9.9632285740e-01    9.9951183793e-01
      1345   -1.9933276263e+01    3.1791896910e-01    8.1932552463e+03    8.1930000000e+03    5.0000000000e-01   -1.9920842233e+01    9.9421888682e-01    9.9987794459e-01
