#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            Coulomb             LocalECP            NonLocalECP         BlockWeight         BlockCPU            AcceptRatio         
         0   -1.9881816336e+01    3.9551786623e+02   -3.3247397480e+01    1.3365581144e+01    2.2589112300e+01    1.2053075198e+01   -7.0543004455e+01    2.6534194767e+00    3.2000000000e+02    1.1723481119e-02    4.4459375000e-01
         1   -1.9865007704e+01    3.9490273288e+02   -3.3981542962e+01    1.4116535258e+01    2.2636342281e+01    1.2053075198e+01   -7.1867364386e+01    3.1964039449e+00    3.2000000000e+02    1.1711977422e-02    4.4350000000e-01
         2   -1.9924005521e+01    3.9727875634e+02   -3.3554209758e+01    1.3630204236e+01    2.2991832609e+01    1.2053075198e+01   -7.1806274167e+01    3.2071566020e+00    3.2000000000e+02    1.1711046100e-02    4.3981250000e-01
         3   -1.9865143783e+01    3.9501358826e+02   -3.3900919959e+01    1.4035776176e+01    2.2872182137e+01    1.2053075198e+01   -7.1565236862e+01    2.7390595676e+00    3.2000000000e+02    1.1758826673e-02    4.4690625000e-01
         4   -1.9830687954e+01    3.9348395142e+02   -3.4072097690e+01    1.4241409737e+01    2.2815914440e+01    1.2053075198e+01   -7.1628353829e+01    2.6872665004e+00    3.2000000000e+02    1.1671453714e-02    4.3718750000e-01
         5   -1.9868848444e+01    3.9507240564e+02   -3.5352368828e+01    1.5483520384e+01    2.2946005403e+01    1.2053075198e+01   -7.2892228314e+01    2.5407788846e+00    3.2000000000e+02    1.1737421155e-02    4.3890625000e-01
         6   -1.9860561100e+01    3.9502775253e+02   -3.3977086877e+01    1.4116525777e+01    2.2961386616e+01    1.2053075198e+01   -7.1466836381e+01    2.4752876895e+00    3.2000000000e+02    1.1737875640e-02    4.4337500000e-01
         7   -1.9810871980e+01    3.9293628823e+02   -3.4460565409e+01    1.4649693429e+01    2.3138890772e+01    1.2053075198e+01   -7.2906840706e+01    3.2543093270e+00    3.2000000000e+02    1.1722408235e-02    4.4031250000e-01
         8   -1.9888432822e+01    3.9591098306e+02   -3.3757946768e+01    1.3869513946e+01    2.2790204417e+01    1.2053075198e+01   -7.1609951719e+01    3.0087253355e+00    3.2000000000e+02    1.1723086238e-02    4.4193750000e-01
         9   -1.9900367229e+01    3.9628898400e+02   -3.4211014218e+01    1.4310646989e+01    2.2754244235e+01    1.2053075198e+01   -7.2170438052e+01    3.1521044009e+00    3.2000000000e+02    1.1729151011e-02    4.3506250000e-01
        10   -1.9905001643e+01    3.9660786070e+02   -3.3498686447e+01    1.3593684803e+01    2.2699490968e+01    1.2053075198e+01   -7.1059296932e+01    2.8080443191e+00    3.2000000000e+02    1.1688016355e-02    4.3993750000e-01
        11   -1.9867610798e+01    3.9497162948e+02   -3.3638511138e+01    1.3770900341e+01    2.3051782778e+01    1.2053075198e+01   -7.1259843759e+01    2.5164746438e+00    3.2000000000e+02    1.1745877564e-02    4.3609375000e-01
        12   -1.9899909695e+01    3.9646466667e+02   -3.3866384087e+01    1.3966474392e+01    2.2818965583e+01    1.2053075198e+01   -7.1076223174e+01    2.3377983061e+00    3.2000000000e+02    1.1688977480e-02    4.3718750000e-01
        13   -1.9910082540e+01    3.9662693787e+02   -3.3601013417e+01    1.3690930877e+01    2.2951158270e+01    1.2053075198e+01   -7.1397449952e+01    2.7922030662e+00    3.2000000000e+02    1.1706300080e-02    4.3268750000e-01
        14   -1.9817931785e+01    3.9304416190e+02   -3.4054489276e+01    1.4236557492e+01    2.2785251329e+01    1.2053075198e+01   -7.1841411127e+01    2.9485953234e+00    3.2000000000e+02    1.1668913066e-02    4.3940625000e-01
        15   -1.9864693366e+01    3.9495903257e+02   -3.3855762522e+01    1.3991069157e+01    2.3081538829e+01    1.2053075198e+01   -7.1968969750e+01    2.9785932007e+00    3.2000000000e+02    1.1710010469e-02    4.3915625000e-01
        16   -1.9827402186e+01    3.9350849091e+02   -3.3792355703e+01    1.3964953518e+01    2.2743651522e+01    1.2053075198e+01   -7.1360064217e+01    2.7709817933e+00    3.2000000000e+02    1.1666812003e-02    4.3640625000e-01
        17   -1.9889436133e+01    3.9591874895e+02   -3.3576355785e+01    1.3686919652e+01    2.2719630676e+01    1.2053075198e+01   -7.1428383436e+01    3.0793217769e+00    3.2000000000e+02    1.1667482555e-02    4.4590625000e-01
        18   -1.9909220197e+01    3.9664698211e+02   -3.3796241514e+01    1.3887021316e+01    2.2837813059e+01    1.2053075198e+01   -7.1183298676e+01    2.4961689058e+00    3.2000000000e+02    1.1730760336e-02    4.4253125000e-01
        19   -1.9927423867e+01    3.9737732446e+02   -3.4103000235e+01    1.4175576368e+01    2.2777743212e+01    1.2053075198e+01   -7.1760908912e+01    2.8270902658e+00    3.2000000000e+02    1.1711627245e-02    4.3581250000e-01
        20   -1.9851736213e+01    3.9433213806e+02   -3.4007522254e+01    1.4155786041e+01    2.3056072406e+01    1.2053075198e+01   -7.1875402319e+01    2.7587324607e+00    3.2000000000e+02    1.1701449752e-02    4.3678125000e-01
        21   -1.9863516766e+01    3.9494311134e+02   -3.4050003170e+01    1.4186486404e+01    2.2918396136e+01    1.2053075198e+01   -7.1832587787e+01    2.8111132829e+00    3.2000000000e+02    1.1690117419e-02    4.3971875000e-01
        22   -1.9858728266e+01    3.9475738185e+02   -3.3616721287e+01    1.3757993020e+01    2.2834360353e+01    1.2053075198e+01   -7.1081163217e+01    2.5770063788e+00    3.2000000000e+02    1.1657647789e-02    4.4515625000e-01
        23   -1.9835207083e+01    3.9372832138e+02   -3.4010140478e+01    1.4174933395e+01    2.2813600816e+01    1.2053075198e+01   -7.1595092470e+01    2.7182759785e+00    3.2000000000e+02    1.1686548591e-02    4.4121875000e-01
        24   -1.9838946928e+01    3.9394583060e+02   -3.3609895055e+01    1.3770948127e+01    2.2699510187e+01    1.2053075198e+01   -7.1726391519e+01    3.3639110784e+00    3.2000000000e+02    1.1681623757e-02    4.3884375000e-01
        25   -1.9901166859e+01    3.9740083406e+02   -3.4391342054e+01    1.4490175194e+01    2.2886182281e+01    1.2053075198e+01   -7.1963619046e+01    2.6330195130e+00    3.2000000000e+02    1.1730253696e-02    4.4259375000e-01
        26   -1.9905786203e+01    3.9657152048e+02   -3.4458868870e+01    1.4553082667e+01    2.2977593696e+01    1.2053075198e+01   -7.2390913029e+01    2.9013752646e+00    3.2000000000e+02    1.1699356139e-02    4.3978125000e-01
        27   -1.9846849635e+01    3.9433427289e+02   -3.3589676051e+01    1.3742826416e+01    2.2885208222e+01    1.2053075198e+01   -7.1548076475e+01    3.0201170024e+00    3.2000000000e+02    1.1706456542e-02    4.4259375000e-01
        28   -1.9939824251e+01    3.9806686311e+02   -3.4458805527e+01    1.4518981275e+01    2.2894907444e+01    1.2053075198e+01   -7.1445615951e+01    2.0388277822e+00    3.2000000000e+02    1.1702306569e-02    4.3350000000e-01
        29   -1.9903390748e+01    3.9648119424e+02   -3.4312853985e+01    1.4409463237e+01    2.2694845841e+01    1.2053075198e+01   -7.1495432670e+01    2.4346576452e+00    3.2000000000e+02    1.1727802455e-02    4.4087500000e-01
        30   -1.9903834188e+01    3.9638504686e+02   -3.4143210097e+01    1.4239375909e+01    2.2908886693e+01    1.2053075198e+01   -7.1949968403e+01    2.8447964149e+00    3.2000000000e+02    1.1687003076e-02    4.3378125000e-01
